SUBJECTID,mSens,age,emotion,ACTOR,presentNumber,meanAmpNC
01,higMSens,youngerAgeGroup,B,5,7,9.857
01,higMSens,youngerAgeGroup,B,5,8,-1.623
01,higMSens,youngerAgeGroup,B,5,9,7.009
01,higMSens,youngerAgeGroup,B,5,10,54.707
01,higMSens,youngerAgeGroup,A,1,1,-19.44
01,higMSens,youngerAgeGroup,A,1,2,-17.734
01,higMSens,youngerAgeGroup,A,1,3,-11.148
01,higMSens,youngerAgeGroup,A,1,4,-80.746
01,higMSens,youngerAgeGroup,A,1,5,4.079
01,higMSens,youngerAgeGroup,A,1,6,-32.491
01,higMSens,youngerAgeGroup,A,1,7,1.505
01,higMSens,youngerAgeGroup,A,1,8,-43.433
01,higMSens,youngerAgeGroup,A,1,9,-43.545
01,higMSens,youngerAgeGroup,A,1,10,32.957
01,higMSens,youngerAgeGroup,A,2,1,-18.77
01,higMSens,youngerAgeGroup,A,2,2,10.728
01,higMSens,youngerAgeGroup,A,2,3,-22.811
01,higMSens,youngerAgeGroup,A,2,4,5.86
01,higMSens,youngerAgeGroup,A,2,5,35.571
01,higMSens,youngerAgeGroup,A,2,6,-17.747
01,higMSens,youngerAgeGroup,A,2,7,-34.155
01,higMSens,youngerAgeGroup,A,2,8,-18.718
01,higMSens,youngerAgeGroup,A,2,9,-74.054
01,higMSens,youngerAgeGroup,A,2,10,16.249
01,higMSens,youngerAgeGroup,A,3,1,-11.146
01,higMSens,youngerAgeGroup,A,3,2,-6.676
01,higMSens,youngerAgeGroup,A,3,3,14.497
01,higMSens,youngerAgeGroup,A,3,4,4.155
01,higMSens,youngerAgeGroup,A,3,5,-8.581
01,higMSens,youngerAgeGroup,A,3,6,-57.298
01,higMSens,youngerAgeGroup,A,3,7,18.15
01,higMSens,youngerAgeGroup,A,3,8,28.836
01,higMSens,youngerAgeGroup,A,3,9,35.344
01,higMSens,youngerAgeGroup,A,3,10,9.981
01,higMSens,youngerAgeGroup,A,4,1,-11.924
01,higMSens,youngerAgeGroup,A,4,2,62.554
01,higMSens,youngerAgeGroup,A,4,3,25.458
01,higMSens,youngerAgeGroup,A,4,4,35.186
01,higMSens,youngerAgeGroup,A,4,5,0.201
01,higMSens,youngerAgeGroup,A,4,6,13.886
01,higMSens,youngerAgeGroup,A,4,7,-21.35
01,higMSens,youngerAgeGroup,A,4,8,-9.06
01,higMSens,youngerAgeGroup,A,4,9,-17.581
01,higMSens,youngerAgeGroup,A,4,10,11.88
01,higMSens,youngerAgeGroup,A,5,1,-14.483
01,higMSens,youngerAgeGroup,A,5,2,-20.577
01,higMSens,youngerAgeGroup,A,5,3,47.207
01,higMSens,youngerAgeGroup,A,5,4,6.004
01,higMSens,youngerAgeGroup,A,5,5,1.88
01,higMSens,youngerAgeGroup,A,5,6,-31.266
01,higMSens,youngerAgeGroup,A,5,7,13.799
01,higMSens,youngerAgeGroup,A,5,8,-2.651
01,higMSens,youngerAgeGroup,A,5,9,-18.09
01,higMSens,youngerAgeGroup,A,5,10,27.219
02,lowMSens,olderAgeGroup,B,1,1,-56.372
02,lowMSens,olderAgeGroup,B,1,2,-15.346
02,lowMSens,olderAgeGroup,B,1,3,10.326
02,lowMSens,olderAgeGroup,B,1,4,-29.347
02,lowMSens,olderAgeGroup,B,1,5,-29.6
02,lowMSens,olderAgeGroup,B,1,6,-14.537
02,lowMSens,olderAgeGroup,B,1,7,-7.783
02,lowMSens,olderAgeGroup,B,1,8,-39.163
02,lowMSens,olderAgeGroup,B,1,9,-13.304
02,lowMSens,olderAgeGroup,B,1,10,-18.591
02,lowMSens,olderAgeGroup,B,2,1,-38.791
02,lowMSens,olderAgeGroup,B,2,2,-34.698
02,lowMSens,olderAgeGroup,B,2,3,-29.885
02,lowMSens,olderAgeGroup,B,2,4,-36.509
02,lowMSens,olderAgeGroup,B,2,5,-26.167
02,lowMSens,olderAgeGroup,B,2,6,-0.904
02,lowMSens,olderAgeGroup,B,2,7,-6.703
02,lowMSens,olderAgeGroup,B,2,8,-35.803
02,lowMSens,olderAgeGroup,B,2,9,-8.468
02,lowMSens,olderAgeGroup,B,2,10,11.617
02,lowMSens,olderAgeGroup,B,3,1,21.193
02,lowMSens,olderAgeGroup,B,3,2,17.681
02,lowMSens,olderAgeGroup,B,3,3,-15.869
02,lowMSens,olderAgeGroup,B,3,4,2.818
02,lowMSens,olderAgeGroup,B,3,5,28.28
02,lowMSens,olderAgeGroup,B,3,6,18.203
02,lowMSens,olderAgeGroup,B,3,7,16.666
02,lowMSens,olderAgeGroup,B,3,8,9.469
02,lowMSens,olderAgeGroup,B,3,9,25.361
02,lowMSens,olderAgeGroup,B,3,10,12.638
02,lowMSens,olderAgeGroup,B,4,1,17.51
02,lowMSens,olderAgeGroup,B,4,2,-11.804
02,lowMSens,olderAgeGroup,B,4,3,-3.442
02,lowMSens,olderAgeGroup,B,4,4,4.592
02,lowMSens,olderAgeGroup,B,4,5,5.805
02,lowMSens,olderAgeGroup,B,4,6,2.396
02,lowMSens,olderAgeGroup,B,4,7,13.979
02,lowMSens,olderAgeGroup,B,4,8,-5.865
02,lowMSens,olderAgeGroup,B,4,9,-13.301
02,lowMSens,olderAgeGroup,B,4,10,52.422
02,lowMSens,olderAgeGroup,B,5,1,-15.397
02,lowMSens,olderAgeGroup,B,5,2,-21.927
02,lowMSens,olderAgeGroup,B,5,3,-9.746
02,lowMSens,olderAgeGroup,B,5,4,24.718
02,lowMSens,olderAgeGroup,B,5,5,20.49
02,lowMSens,olderAgeGroup,B,5,6,-22.099
02,lowMSens,olderAgeGroup,B,5,7,14.638
02,lowMSens,olderAgeGroup,B,5,8,-2.225
02,lowMSens,olderAgeGroup,B,5,9,20.463
02,lowMSens,olderAgeGroup,B,5,10,22.252
02,lowMSens,olderAgeGroup,A,1,1,-16.585
02,lowMSens,olderAgeGroup,A,1,2,11.466
02,lowMSens,olderAgeGroup,A,1,3,-29.947
02,lowMSens,olderAgeGroup,A,1,4,-38.88
02,lowMSens,olderAgeGroup,A,1,5,-2.666
02,lowMSens,olderAgeGroup,A,1,6,-32.387
02,lowMSens,olderAgeGroup,A,1,7,-19.747
02,lowMSens,olderAgeGroup,A,1,8,-22.532
02,lowMSens,olderAgeGroup,A,1,9,-15.316
02,lowMSens,olderAgeGroup,A,1,10,-59.567
02,lowMSens,olderAgeGroup,A,2,1,-35.835
02,lowMSens,olderAgeGroup,A,2,2,-22.597
02,lowMSens,olderAgeGroup,A,2,3,-18.861
02,lowMSens,olderAgeGroup,A,2,4,0.08
02,lowMSens,olderAgeGroup,A,2,5,-1.156
02,lowMSens,olderAgeGroup,A,2,6,-19.041
02,lowMSens,olderAgeGroup,A,2,7,-33.696
02,lowMSens,olderAgeGroup,A,2,8,-14.473
02,lowMSens,olderAgeGroup,A,2,9,-15.478
02,lowMSens,olderAgeGroup,A,2,10,-15.042
02,lowMSens,olderAgeGroup,A,3,1,-22.177
02,lowMSens,olderAgeGroup,A,3,2,3.552
02,lowMSens,olderAgeGroup,A,3,3,-23.453
02,lowMSens,olderAgeGroup,A,3,4,7.798
02,lowMSens,olderAgeGroup,A,3,5,28.869
02,lowMSens,olderAgeGroup,A,3,6,23.528
02,lowMSens,olderAgeGroup,A,3,7,-8.035
02,lowMSens,olderAgeGroup,A,3,8,-26.728
02,lowMSens,olderAgeGroup,A,3,9,-0.262
02,lowMSens,olderAgeGroup,A,3,10,17.166
02,lowMSens,olderAgeGroup,A,4,1,7.661
02,lowMSens,olderAgeGroup,A,4,2,-25.02
02,lowMSens,olderAgeGroup,A,4,3,-9.443
02,lowMSens,olderAgeGroup,A,4,4,5.257
02,lowMSens,olderAgeGroup,A,4,5,33.783
02,lowMSens,olderAgeGroup,A,4,6,-2.27
02,lowMSens,olderAgeGroup,A,4,7,-2.848
02,lowMSens,olderAgeGroup,A,4,8,-9.564
02,lowMSens,olderAgeGroup,A,4,9,29.486
02,lowMSens,olderAgeGroup,A,4,10,16.231
02,lowMSens,olderAgeGroup,A,5,1,-0.568
02,lowMSens,olderAgeGroup,A,5,2,10.806
02,lowMSens,olderAgeGroup,A,5,3,23.105
02,lowMSens,olderAgeGroup,A,5,4,-7.625
02,lowMSens,olderAgeGroup,A,5,5,7.413
02,lowMSens,olderAgeGroup,A,5,6,29.75
02,lowMSens,olderAgeGroup,A,5,7,-0.903
02,lowMSens,olderAgeGroup,A,5,8,23.931
02,lowMSens,olderAgeGroup,A,5,9,13.367
02,lowMSens,olderAgeGroup,A,5,10,-2.46
03,lowMSens,youngerAgeGroup,B,1,1,-6.058
03,lowMSens,youngerAgeGroup,B,1,2,-29.39
03,lowMSens,youngerAgeGroup,B,1,3,-23.245
03,lowMSens,youngerAgeGroup,B,1,4,-43.672
03,lowMSens,youngerAgeGroup,B,1,5,-7.965
03,lowMSens,youngerAgeGroup,B,1,6,-43.652
03,lowMSens,youngerAgeGroup,B,1,7,-25.599
03,lowMSens,youngerAgeGroup,B,1,8,-2.607
03,lowMSens,youngerAgeGroup,B,1,9,-29.588
03,lowMSens,youngerAgeGroup,B,1,10,-59.702
03,lowMSens,youngerAgeGroup,B,2,1,-5.496
03,lowMSens,youngerAgeGroup,B,2,2,-25.429
03,lowMSens,youngerAgeGroup,B,2,3,-20.918
03,lowMSens,youngerAgeGroup,B,2,4,-30.768
03,lowMSens,youngerAgeGroup,B,2,5,-21.816
03,lowMSens,youngerAgeGroup,B,2,6,9.013
03,lowMSens,youngerAgeGroup,B,2,7,12.879
03,lowMSens,youngerAgeGroup,B,2,8,-9.698
03,lowMSens,youngerAgeGroup,B,2,9,-7.674
03,lowMSens,youngerAgeGroup,B,2,10,-9.723
03,lowMSens,youngerAgeGroup,B,3,1,41.319
03,lowMSens,youngerAgeGroup,B,3,2,-4.857
03,lowMSens,youngerAgeGroup,B,3,3,18.101
03,lowMSens,youngerAgeGroup,B,3,4,33.212
03,lowMSens,youngerAgeGroup,B,3,5,50.027
03,lowMSens,youngerAgeGroup,B,3,6,-3.298
03,lowMSens,youngerAgeGroup,B,3,7,-12.032
03,lowMSens,youngerAgeGroup,B,3,8,30.287
03,lowMSens,youngerAgeGroup,B,3,9,0.948
03,lowMSens,youngerAgeGroup,B,3,10,-8.125
03,lowMSens,youngerAgeGroup,B,4,1,-20.756
03,lowMSens,youngerAgeGroup,B,4,2,-7.473
03,lowMSens,youngerAgeGroup,B,4,3,13.21
03,lowMSens,youngerAgeGroup,B,4,4,1.466
03,lowMSens,youngerAgeGroup,B,4,5,36.86
03,lowMSens,youngerAgeGroup,B,4,6,8.335
03,lowMSens,youngerAgeGroup,B,4,7,23.927
03,lowMSens,youngerAgeGroup,B,4,8,12.93
03,lowMSens,youngerAgeGroup,B,4,9,16.025
03,lowMSens,youngerAgeGroup,B,4,10,-36.175
03,lowMSens,youngerAgeGroup,B,5,1,15.942
03,lowMSens,youngerAgeGroup,B,5,2,23.641
03,lowMSens,youngerAgeGroup,B,5,3,6.003
03,lowMSens,youngerAgeGroup,B,5,4,-4.901
03,lowMSens,youngerAgeGroup,B,5,5,49.795
03,lowMSens,youngerAgeGroup,B,5,6,5.362
03,lowMSens,youngerAgeGroup,B,5,7,2.943
03,lowMSens,youngerAgeGroup,B,5,8,-3.887
03,lowMSens,youngerAgeGroup,B,5,9,17.888
03,lowMSens,youngerAgeGroup,B,5,10,43.081
03,lowMSens,youngerAgeGroup,A,1,1,-13.345
03,lowMSens,youngerAgeGroup,A,1,2,10.408
03,lowMSens,youngerAgeGroup,A,1,3,-24.611
03,lowMSens,youngerAgeGroup,A,1,4,5.072
03,lowMSens,youngerAgeGroup,A,1,5,-36.068
03,lowMSens,youngerAgeGroup,A,1,6,1.004
03,lowMSens,youngerAgeGroup,A,1,7,-13.744
03,lowMSens,youngerAgeGroup,A,1,8,-61.356
03,lowMSens,youngerAgeGroup,A,1,9,-5.224
03,lowMSens,youngerAgeGroup,A,1,10,-59.257
03,lowMSens,youngerAgeGroup,A,2,1,-35.816
03,lowMSens,youngerAgeGroup,A,2,2,-8.004
03,lowMSens,youngerAgeGroup,A,2,3,-33.407
03,lowMSens,youngerAgeGroup,A,2,4,-20.78
03,lowMSens,youngerAgeGroup,A,2,5,-31.453
03,lowMSens,youngerAgeGroup,A,2,6,-43.271
03,lowMSens,youngerAgeGroup,A,2,7,9.313
03,lowMSens,youngerAgeGroup,A,2,8,-28.095
03,lowMSens,youngerAgeGroup,A,2,9,37.754
03,lowMSens,youngerAgeGroup,A,2,10,-36.495
03,lowMSens,youngerAgeGroup,A,3,1,-35.855
03,lowMSens,youngerAgeGroup,A,3,2,37.04
03,lowMSens,youngerAgeGroup,A,3,3,-48.317
03,lowMSens,youngerAgeGroup,A,3,4,4.748
03,lowMSens,youngerAgeGroup,A,3,5,3.134
03,lowMSens,youngerAgeGroup,A,3,6,19.064
03,lowMSens,youngerAgeGroup,A,3,7,3.168
03,lowMSens,youngerAgeGroup,A,3,8,5.282
03,lowMSens,youngerAgeGroup,A,3,9,19.339
03,lowMSens,youngerAgeGroup,A,3,10,-6.439
03,lowMSens,youngerAgeGroup,A,4,1,25.711
03,lowMSens,youngerAgeGroup,A,4,2,12.653
03,lowMSens,youngerAgeGroup,A,4,3,40.113
03,lowMSens,youngerAgeGroup,A,4,4,-25.378
03,lowMSens,youngerAgeGroup,A,4,5,-27.251
03,lowMSens,youngerAgeGroup,A,4,6,14.135
03,lowMSens,youngerAgeGroup,A,4,7,8.334
03,lowMSens,youngerAgeGroup,A,4,8,-3.908
03,lowMSens,youngerAgeGroup,A,4,9,-40.995
03,lowMSens,youngerAgeGroup,A,4,10,15.196
03,lowMSens,youngerAgeGroup,A,5,1,-11.028
03,lowMSens,youngerAgeGroup,A,5,2,-23.116
03,lowMSens,youngerAgeGroup,A,5,3,58.772
03,lowMSens,youngerAgeGroup,A,5,4,28.651
03,lowMSens,youngerAgeGroup,A,5,5,-5.389
03,lowMSens,youngerAgeGroup,A,5,6,10.944
03,lowMSens,youngerAgeGroup,A,5,7,-2.617
03,lowMSens,youngerAgeGroup,A,5,8,-6.411
03,lowMSens,youngerAgeGroup,A,5,9,16.834
03,lowMSens,youngerAgeGroup,A,5,10,1.24
04,higMSens,youngerAgeGroup,B,1,1,-25.099
04,higMSens,youngerAgeGroup,B,1,2,-51.205
04,higMSens,youngerAgeGroup,B,1,3,-41.154
04,higMSens,youngerAgeGroup,B,1,4,-2.056
04,higMSens,youngerAgeGroup,B,1,5,9.052
04,higMSens,youngerAgeGroup,B,1,6,3.426
04,higMSens,youngerAgeGroup,B,1,7,8.705
04,higMSens,youngerAgeGroup,B,1,8,18.573
04,higMSens,youngerAgeGroup,B,1,9,13.53
04,higMSens,youngerAgeGroup,B,1,10,26.436
04,higMSens,youngerAgeGroup,B,2,1,21.739
04,higMSens,youngerAgeGroup,B,2,2,0.152
04,higMSens,youngerAgeGroup,B,2,3,7.489
04,higMSens,youngerAgeGroup,B,2,4,33.158
04,higMSens,youngerAgeGroup,B,2,5,-29.108
04,higMSens,youngerAgeGroup,B,2,6,-35.824
04,higMSens,youngerAgeGroup,B,2,7,-14.318
04,higMSens,youngerAgeGroup,B,2,8,7.658
04,higMSens,youngerAgeGroup,B,2,9,-11.686
04,higMSens,youngerAgeGroup,B,2,10,6.121
04,higMSens,youngerAgeGroup,B,3,1,-10.174
04,higMSens,youngerAgeGroup,B,3,2,7.068
04,higMSens,youngerAgeGroup,B,3,3,-18.426
04,higMSens,youngerAgeGroup,B,3,4,-35.58
04,higMSens,youngerAgeGroup,B,3,5,14.652
04,higMSens,youngerAgeGroup,B,3,6,1.663
04,higMSens,youngerAgeGroup,B,3,7,33.035
04,higMSens,youngerAgeGroup,B,3,8,-10.693
04,higMSens,youngerAgeGroup,B,3,9,6.602
04,higMSens,youngerAgeGroup,B,3,10,11.997
04,higMSens,youngerAgeGroup,B,4,1,24.4
04,higMSens,youngerAgeGroup,B,4,2,13.56
04,higMSens,youngerAgeGroup,B,4,3,-20.701
04,higMSens,youngerAgeGroup,B,4,4,57.5
04,higMSens,youngerAgeGroup,B,4,5,11.68
04,higMSens,youngerAgeGroup,B,4,6,66.265
04,higMSens,youngerAgeGroup,B,4,7,42.185
04,higMSens,youngerAgeGroup,B,4,8,40.427
04,higMSens,youngerAgeGroup,B,4,9,-11.337
04,higMSens,youngerAgeGroup,B,4,10,28.892
04,higMSens,youngerAgeGroup,B,5,1,15.109
04,higMSens,youngerAgeGroup,B,5,2,6.305
04,higMSens,youngerAgeGroup,B,5,3,36.997
04,higMSens,youngerAgeGroup,B,5,4,-13.566
04,higMSens,youngerAgeGroup,B,5,5,18.298
04,higMSens,youngerAgeGroup,B,5,6,35.552
04,higMSens,youngerAgeGroup,B,5,7,56.982
04,higMSens,youngerAgeGroup,B,5,8,-2.868
04,higMSens,youngerAgeGroup,B,5,9,9.89
04,higMSens,youngerAgeGroup,B,5,10,28.261
04,higMSens,youngerAgeGroup,A,1,1,-49.434
04,higMSens,youngerAgeGroup,A,1,2,-10.255
04,higMSens,youngerAgeGroup,A,1,3,-12.956
04,higMSens,youngerAgeGroup,A,1,4,-19.833
04,higMSens,youngerAgeGroup,A,1,5,-36.026
04,higMSens,youngerAgeGroup,A,1,6,-63.315
04,higMSens,youngerAgeGroup,A,1,7,10.936
04,higMSens,youngerAgeGroup,A,1,8,27.643
04,higMSens,youngerAgeGroup,A,1,9,8.165
04,higMSens,youngerAgeGroup,A,1,10,-4.543
04,higMSens,youngerAgeGroup,A,2,1,-54.097
04,higMSens,youngerAgeGroup,A,2,2,6.039
04,higMSens,youngerAgeGroup,A,2,3,-21.043
04,higMSens,youngerAgeGroup,A,2,4,-26.838
04,higMSens,youngerAgeGroup,A,2,5,0.982
04,higMSens,youngerAgeGroup,A,2,6,-8.254
04,higMSens,youngerAgeGroup,A,2,7,-33.258
04,higMSens,youngerAgeGroup,A,2,8,-17.025
04,higMSens,youngerAgeGroup,A,2,9,12.4
04,higMSens,youngerAgeGroup,A,2,10,-33.743
04,higMSens,youngerAgeGroup,A,3,1,4.425
04,higMSens,youngerAgeGroup,A,3,2,11.282
04,higMSens,youngerAgeGroup,A,3,3,1.896
04,higMSens,youngerAgeGroup,A,3,4,-12.091
04,higMSens,youngerAgeGroup,A,3,5,-1.539
04,higMSens,youngerAgeGroup,A,3,6,-21.785
04,higMSens,youngerAgeGroup,A,3,7,4.209
04,higMSens,youngerAgeGroup,A,3,8,24.922
04,higMSens,youngerAgeGroup,A,3,9,-19.967
04,higMSens,youngerAgeGroup,A,3,10,18.211
04,higMSens,youngerAgeGroup,A,4,1,18.649
04,higMSens,youngerAgeGroup,A,4,2,-13.782
04,higMSens,youngerAgeGroup,A,4,3,-14.001
04,higMSens,youngerAgeGroup,A,4,4,-3.888
04,higMSens,youngerAgeGroup,A,4,5,-1.665
04,higMSens,youngerAgeGroup,A,4,6,-0.842
04,higMSens,youngerAgeGroup,A,4,7,38.681
04,higMSens,youngerAgeGroup,A,4,8,9.063
04,higMSens,youngerAgeGroup,A,4,9,16.481
04,higMSens,youngerAgeGroup,A,4,10,13.324
04,higMSens,youngerAgeGroup,A,5,1,-6.6
04,higMSens,youngerAgeGroup,A,5,2,-19.81
04,higMSens,youngerAgeGroup,A,5,3,9.828
04,higMSens,youngerAgeGroup,A,5,4,-12.174
04,higMSens,youngerAgeGroup,A,5,5,41.802
04,higMSens,youngerAgeGroup,A,5,6,17.191
04,higMSens,youngerAgeGroup,A,5,7,-7.552
04,higMSens,youngerAgeGroup,A,5,8,-0.447
04,higMSens,youngerAgeGroup,A,5,9,-9.494
04,higMSens,youngerAgeGroup,A,5,10,33.52
05,higMSens,youngerAgeGroup,B,1,1,-45.527
05,higMSens,youngerAgeGroup,B,1,2,-30.325
05,higMSens,youngerAgeGroup,B,1,3,5.78
05,higMSens,youngerAgeGroup,B,1,4,-25.99
05,higMSens,youngerAgeGroup,B,1,5,-45.437
05,higMSens,youngerAgeGroup,B,1,6,-11.36
05,higMSens,youngerAgeGroup,B,1,7,11.861
05,higMSens,youngerAgeGroup,B,1,8,-46.489
05,higMSens,youngerAgeGroup,B,1,9,-52.267
05,higMSens,youngerAgeGroup,B,1,10,2.81
05,higMSens,youngerAgeGroup,B,2,1,-18.206
05,higMSens,youngerAgeGroup,B,2,2,0.646
05,higMSens,youngerAgeGroup,B,2,3,-50.572
05,higMSens,youngerAgeGroup,B,2,4,-14.104
05,higMSens,youngerAgeGroup,B,2,5,12.665
05,higMSens,youngerAgeGroup,B,2,6,-52.971
05,higMSens,youngerAgeGroup,B,2,7,6.087
05,higMSens,youngerAgeGroup,B,2,8,-13.612
05,higMSens,youngerAgeGroup,B,2,9,-15.854
05,higMSens,youngerAgeGroup,B,2,10,2.962
05,higMSens,youngerAgeGroup,B,3,1,3.619
05,higMSens,youngerAgeGroup,B,3,2,-48.591
05,higMSens,youngerAgeGroup,B,3,3,-19.916
05,higMSens,youngerAgeGroup,B,3,4,-5.257
05,higMSens,youngerAgeGroup,B,3,5,17.94
05,higMSens,youngerAgeGroup,B,3,6,-12.612
05,higMSens,youngerAgeGroup,B,3,7,18.725
05,higMSens,youngerAgeGroup,B,3,8,22.412
05,higMSens,youngerAgeGroup,B,3,9,-47.068
05,higMSens,youngerAgeGroup,B,3,10,-22.627
05,higMSens,youngerAgeGroup,B,4,1,7.927
05,higMSens,youngerAgeGroup,B,4,2,-13.579
05,higMSens,youngerAgeGroup,B,4,3,-41.365
05,higMSens,youngerAgeGroup,B,4,4,-5.495
05,higMSens,youngerAgeGroup,B,4,5,3.007
05,higMSens,youngerAgeGroup,B,4,6,-9.815
05,higMSens,youngerAgeGroup,B,4,7,15.626
05,higMSens,youngerAgeGroup,B,4,8,-9.012
05,higMSens,youngerAgeGroup,B,4,9,-10.908
05,higMSens,youngerAgeGroup,B,4,10,8.385
05,higMSens,youngerAgeGroup,B,5,1,-12.439
05,higMSens,youngerAgeGroup,B,5,2,-9.501
05,higMSens,youngerAgeGroup,B,5,3,-16.969
05,higMSens,youngerAgeGroup,B,5,4,4.046
05,higMSens,youngerAgeGroup,B,5,5,-2.029
05,higMSens,youngerAgeGroup,B,5,6,2.243
05,higMSens,youngerAgeGroup,B,5,7,26.853
05,higMSens,youngerAgeGroup,B,5,8,38.817
05,higMSens,youngerAgeGroup,B,5,9,7.216
05,higMSens,youngerAgeGroup,B,5,10,7.357
05,higMSens,youngerAgeGroup,A,1,1,-28.294
05,higMSens,youngerAgeGroup,A,1,2,-16.651
05,higMSens,youngerAgeGroup,A,1,3,-26.926
05,higMSens,youngerAgeGroup,A,1,4,-4.796
05,higMSens,youngerAgeGroup,A,1,5,-5.105
05,higMSens,youngerAgeGroup,A,1,6,3.014
05,higMSens,youngerAgeGroup,A,1,7,-9.454
05,higMSens,youngerAgeGroup,A,1,8,-63.668
05,higMSens,youngerAgeGroup,A,1,9,-31.907
05,higMSens,youngerAgeGroup,A,1,10,9.357
05,higMSens,youngerAgeGroup,A,2,1,-36.349
05,higMSens,youngerAgeGroup,A,2,2,-10.538
05,higMSens,youngerAgeGroup,A,2,3,6.421
05,higMSens,youngerAgeGroup,A,2,4,-42.509
05,higMSens,youngerAgeGroup,A,2,5,-15.038
05,higMSens,youngerAgeGroup,A,2,6,-27.333
05,higMSens,youngerAgeGroup,A,2,7,-12.431
05,higMSens,youngerAgeGroup,A,2,8,9.341
05,higMSens,youngerAgeGroup,A,2,9,31.517
05,higMSens,youngerAgeGroup,A,2,10,-38.426
05,higMSens,youngerAgeGroup,A,3,1,-7.362
05,higMSens,youngerAgeGroup,A,3,2,-6.842
05,higMSens,youngerAgeGroup,A,3,3,28.853
05,higMSens,youngerAgeGroup,A,3,4,-36.547
05,higMSens,youngerAgeGroup,A,3,5,-9.794
05,higMSens,youngerAgeGroup,A,3,6,-57.087
05,higMSens,youngerAgeGroup,A,3,7,3.823
05,higMSens,youngerAgeGroup,A,3,8,53.905
05,higMSens,youngerAgeGroup,A,3,9,1.859
05,higMSens,youngerAgeGroup,A,3,10,-8.162
05,higMSens,youngerAgeGroup,A,4,1,24.284
05,higMSens,youngerAgeGroup,A,4,2,-4.337
05,higMSens,youngerAgeGroup,A,4,3,28.125
05,higMSens,youngerAgeGroup,A,4,4,24.645
05,higMSens,youngerAgeGroup,A,4,5,13.54
05,higMSens,youngerAgeGroup,A,4,6,8.003
05,higMSens,youngerAgeGroup,A,4,7,-24.65
05,higMSens,youngerAgeGroup,A,4,8,-18.128
05,higMSens,youngerAgeGroup,A,4,9,23.414
05,higMSens,youngerAgeGroup,A,4,10,6.177
05,higMSens,youngerAgeGroup,A,5,1,-1.547
05,higMSens,youngerAgeGroup,A,5,2,9.441
05,higMSens,youngerAgeGroup,A,5,3,-5.848
05,higMSens,youngerAgeGroup,A,5,4,22.146
05,higMSens,youngerAgeGroup,A,5,5,-41.088
05,higMSens,youngerAgeGroup,A,5,6,20.901
05,higMSens,youngerAgeGroup,A,5,7,49.865
05,higMSens,youngerAgeGroup,A,5,8,20.841
05,higMSens,youngerAgeGroup,A,5,9,0.714
05,higMSens,youngerAgeGroup,A,5,10,29.693
06,lowMSens,olderAgeGroup,B,1,1,-37.14
